"URL","Tag","Text","Spacing OK","Spelling OK","Font","Font Size","Font Weight","Issue Description"
"https://peoplewoo.com/choose-your-services/","p","Ongoing admin support to manage and optimize your Salesforce instance.","true","true","""Segoe UI"", sans-serif","14px","400","No issues"
"https://peoplewoo.com/choose-your-services/","p","Project execution for Salesforce deployment & enhancements.","true","true","""Segoe UI"", sans-serif","14px","400","No issues"
"https://peoplewoo.com/choose-your-services/","p","Continuous monitoring, maintenance, and improvements.","true","true","""Segoe UI"", sans-serif","14px","400","No issues"
"https://peoplewoo.com/choose-your-services/","p","On-demand Salesforce professionals to scale your team effortlessly.","true","true","""Segoe UI"", sans-serif","14px","400","No issues"
"https://peoplewoo.com/choose-your-services/","p","Reliable support to ensure seamless Salesforce performance.","true","true","""Segoe UI"", sans-serif","14px","400","No issues"
"https://peoplewoo.com/choose-your-services/","p","Custom app development and AppExchange solutions to extend functionality.","true","false","""Segoe UI"", sans-serif","14px","400","Spelling mistake"
"https://peoplewoo.com/choose-your-services/","p","Build modern, high-performance Lightning Web Components for a superior UI.","true","true","""Segoe UI"", sans-serif","14px","400","No issues"
"https://peoplewoo.com/choose-your-services/","p","We onboard talent only after thorough background checks and skill verification—ready to hire with confidence.","true","true","""Segoe UI"", sans-serif","16px","400","Wrong paragraph font size"
"https://peoplewoo.com/choose-your-services/","p","100% of applicants go through in-depth resume and LinkedIn checks to verify skills, experience, and fit.","true","true","""Segoe UI"", sans-serif","14px","400","No issues"
"https://peoplewoo.com/choose-your-services/","p","We conduct real-time interviews to evaluate communication, credibility, and English proficiency.","true","true","""Segoe UI"", sans-serif","14px","400","No issues"
"https://peoplewoo.com/choose-your-services/","p","Top senior engineers from our network assess candidates with technical interviews and real-world assignments.","true","true","""Segoe UI"", sans-serif","14px","400","No issues"
"https://peoplewoo.com/choose-your-services/","p","Only 1% make it to our platform—fully verified, ready-to-hire professionals with proven skills.","true","true","""Segoe UI"", sans-serif","14px","400","No issues"
"https://peoplewoo.com/choose-your-services/","p","Discover the benefits of partnering with us for your business needs and growth.","true","true","""Segoe UI"", sans-serif","16px","400","Wrong paragraph font size"
"https://peoplewoo.com/choose-your-services/","p","We handle everything from monitoring to maintenance, ensuring seamless operations.","true","true","""Segoe UI"", sans-serif","14px","400","No issues"
"https://peoplewoo.com/choose-your-services/","p","Choose from a variety of hiring models to match your project requirements.","true","true","""Segoe UI"", sans-serif","14px","400","No issues"
"https://peoplewoo.com/choose-your-services/","p","We’ve successfully delivered Salesforce solutions across multiple industries.","true","true","""Segoe UI"", sans-serif","14px","400","No issues"
"https://peoplewoo.com/choose-your-services/","p","Our team provides expert advice tailored to your unique business challenges and goals.","true","true","""Segoe UI"", sans-serif","14px","400","No issues"
"https://peoplewoo.com/choose-your-services/","p","Reliable, round-the-clock support to keep your business running smoothly.","true","true","""Segoe UI"", sans-serif","14px","400","No issues"
"https://peoplewoo.com/choose-your-services/","p","Empower your business with prepaid Salesforce support packages, ensuring seamless operations, expert guidance, and cost-effective solutions. Choose the right plan based on your needs.","true","true","""Open Sans""","15px","400","Wrong font for paragraph; Wrong paragraph font size"
"https://peoplewoo.com/choose-your-services/","p","We assist both new and emerging startups in developing MVPs, forming teams, and gaining access to cutting-edge technologies. From application creation to modernization and maintenance, our 360° enterprise solutions cover it all.","true","true","Roboto, sans-serif","16px","400","Wrong font for paragraph; Wrong paragraph font size"
"https://peoplewoo.com/choose-your-services/","p","“Our office has been working with Peoplewoo for our Salesforce custom projects, no matter how big or small, and their service has been wonderful! CloudVandana keeps in constant communication with us regarding the status of any open project and complete projects timely. They take the time to listen to our ideas and let us know the best possible way to implement them. CloudVandana has also gone above and beyond to help me when I have questions regarding workflows and other processes that I’ve implemented myself. I would highly recommend CloudVandana for any Salesforce customization. Thank you, CloudVandana Team for all of your hard work!”","true","false","""Open Sans""","14px","400","Spelling mistake; Wrong font for paragraph"
"https://peoplewoo.com/choose-your-services/","p","","false","true","""Open Sans""","14px","400","Text is empty; Spacing issue; Wrong font for paragraph"
"https://peoplewoo.com/choose-your-services/","p","","false","true","""Open Sans""","14px","400","Text is empty; Spacing issue; Wrong font for paragraph"
"https://peoplewoo.com/choose-your-services/","p","Onboard highly skilled and experienced IT professionals with Your Team in India and accelerate your project’s development process.","true","true","Arial, sans-serif","14px","700","Wrong font for paragraph"
"https://peoplewoo.com/choose-your-services/","p","📧 info@peoplewoo.com","true","true","Arial, sans-serif","14px","700","Wrong font for paragraph"
"https://peoplewoo.com/choose-your-services/","p","Founded in 2022 and based in India, Peoplewoo Skills provides training, consulting, IT remote support, and IT resourcing. In training our sole motto is Customer Satisfaction” through quality support, which shows in our client’s testimonial about our support.","true","false","""Open Sans""","13px","400","Spelling mistake; Wrong font for paragraph; Wrong paragraph font size"
